id	name	description	type	default_metric	participation	serialization	polarity	visibility
event652	Custom 652		disabled	FALSE	disabled	always_record	positive	everywhere
event653	Custom 653		disabled	FALSE	disabled	always_record	positive	everywhere
event654	Custom 654		disabled	FALSE	disabled	always_record	positive	everywhere
event655	Custom 655		disabled	FALSE	disabled	always_record	positive	everywhere
event656	Custom 656		disabled	FALSE	disabled	always_record	positive	everywhere
event657	Custom 657		disabled	FALSE	disabled	always_record	positive	everywhere
event658	Custom 658		disabled	FALSE	disabled	always_record	positive	everywhere
event659	Custom 659		disabled	FALSE	disabled	always_record	positive	everywhere
event660	Custom 660		disabled	FALSE	disabled	always_record	positive	everywhere
event661	Custom 661		disabled	FALSE	disabled	always_record	positive	everywhere
event662	Custom 662		disabled	FALSE	disabled	always_record	positive	everywhere
event663	Custom 663		disabled	FALSE	disabled	always_record	positive	everywhere
event664	Custom 664		disabled	FALSE	disabled	always_record	positive	everywhere
event665	Custom 665		disabled	FALSE	disabled	always_record	positive	everywhere
event666	Custom 666		disabled	FALSE	disabled	always_record	positive	everywhere
event667	Custom 667		disabled	FALSE	disabled	always_record	positive	everywhere
event668	Custom 668		disabled	FALSE	disabled	always_record	positive	everywhere
event669	Custom 669		disabled	FALSE	disabled	always_record	positive	everywhere
event670	Custom 670		disabled	FALSE	disabled	always_record	positive	everywhere
event671	Custom 671		disabled	FALSE	disabled	always_record	positive	everywhere
event672	Custom 672		disabled	FALSE	disabled	always_record	positive	everywhere
event673	Custom 673		disabled	FALSE	disabled	always_record	positive	everywhere
event674	Custom 674		disabled	FALSE	disabled	always_record	positive	everywhere
event675	Custom 675		disabled	FALSE	disabled	always_record	positive	everywhere
event676	Custom 676		disabled	FALSE	disabled	always_record	positive	everywhere
event677	Custom 677		disabled	FALSE	disabled	always_record	positive	everywhere
event678	Custom 678		disabled	FALSE	disabled	always_record	positive	everywhere
event679	Custom 679		disabled	FALSE	disabled	always_record	positive	everywhere
event680	Custom 680		disabled	FALSE	disabled	always_record	positive	everywhere
event681	Custom 681		disabled	FALSE	disabled	always_record	positive	everywhere
event682	Custom 682		disabled	FALSE	disabled	always_record	positive	everywhere
event683	Custom 683		disabled	FALSE	disabled	always_record	positive	everywhere
event684	Custom 684		disabled	FALSE	disabled	always_record	positive	everywhere
event685	Custom 685		disabled	FALSE	disabled	always_record	positive	everywhere
event686	Custom 686		disabled	FALSE	disabled	always_record	positive	everywhere
event687	Custom 687		disabled	FALSE	disabled	always_record	positive	everywhere
event688	Custom 688		disabled	FALSE	disabled	always_record	positive	everywhere
event689	Custom 689		disabled	FALSE	disabled	always_record	positive	everywhere
event690	Custom 690		disabled	FALSE	disabled	always_record	positive	everywhere
event691	Custom 691		disabled	FALSE	disabled	always_record	positive	everywhere
event692	Custom 692		disabled	FALSE	disabled	always_record	positive	everywhere
event693	Custom 693		disabled	FALSE	disabled	always_record	positive	everywhere
event694	Custom 694		disabled	FALSE	disabled	always_record	positive	everywhere
event695	Custom 695		disabled	FALSE	disabled	always_record	positive	everywhere
event696	Custom 696		disabled	FALSE	disabled	always_record	positive	everywhere
event697	Custom 697		disabled	FALSE	disabled	always_record	positive	everywhere
event698	Custom 698		disabled	FALSE	disabled	always_record	positive	everywhere
event699	Custom 699		disabled	FALSE	disabled	always_record	positive	everywhere
event700	Custom 700		disabled	FALSE	disabled	always_record	positive	everywhere
event701	Custom 701		disabled	FALSE	disabled	always_record	positive	everywhere
event702	Custom 702		disabled	FALSE	disabled	always_record	positive	everywhere
event703	Custom 703		disabled	FALSE	disabled	always_record	positive	everywhere
event704	Custom 704		disabled	FALSE	disabled	always_record	positive	everywhere
event705	Custom 705		disabled	FALSE	disabled	always_record	positive	everywhere
event706	Custom 706		disabled	FALSE	disabled	always_record	positive	everywhere
event707	Custom 707		disabled	FALSE	disabled	always_record	positive	everywhere
event708	Custom 708		disabled	FALSE	disabled	always_record	positive	everywhere
event709	Custom 709		disabled	FALSE	disabled	always_record	positive	everywhere
event710	Custom 710		disabled	FALSE	disabled	always_record	positive	everywhere
event711	Custom 711		disabled	FALSE	disabled	always_record	positive	everywhere
event712	Custom 712		disabled	FALSE	disabled	always_record	positive	everywhere
event713	Custom 713		disabled	FALSE	disabled	always_record	positive	everywhere
event714	Custom 714		disabled	FALSE	disabled	always_record	positive	everywhere
event715	Custom 715		disabled	FALSE	disabled	always_record	positive	everywhere
event716	Custom 716		disabled	FALSE	disabled	always_record	positive	everywhere
event717	Custom 717		disabled	FALSE	disabled	always_record	positive	everywhere
event718	Custom 718		disabled	FALSE	disabled	always_record	positive	everywhere
event719	Custom 719		disabled	FALSE	disabled	always_record	positive	everywhere
event720	Custom 720		disabled	FALSE	disabled	always_record	positive	everywhere
event721	Custom 721		disabled	FALSE	disabled	always_record	positive	everywhere
event722	Custom 722		disabled	FALSE	disabled	always_record	positive	everywhere
event723	Custom 723		disabled	FALSE	disabled	always_record	positive	everywhere
event724	Custom 724		disabled	FALSE	disabled	always_record	positive	everywhere
event725	Custom 725		disabled	FALSE	disabled	always_record	positive	everywhere
event726	Custom 726		disabled	FALSE	disabled	always_record	positive	everywhere
event727	Custom 727		disabled	FALSE	disabled	always_record	positive	everywhere
event728	Custom 728		disabled	FALSE	disabled	always_record	positive	everywhere
event729	Custom 729		disabled	FALSE	disabled	always_record	positive	everywhere
event730	Custom 730		disabled	FALSE	disabled	always_record	positive	everywhere
event731	Custom 731		disabled	FALSE	disabled	always_record	positive	everywhere
event732	Custom 732		disabled	FALSE	disabled	always_record	positive	everywhere
event733	Custom 733		disabled	FALSE	disabled	always_record	positive	everywhere
event734	Custom 734		disabled	FALSE	disabled	always_record	positive	everywhere
event735	Custom 735		disabled	FALSE	disabled	always_record	positive	everywhere
event736	Custom 736		disabled	FALSE	disabled	always_record	positive	everywhere
event737	Custom 737		disabled	FALSE	disabled	always_record	positive	everywhere
event738	Custom 738		disabled	FALSE	disabled	always_record	positive	everywhere
event739	Custom 739		disabled	FALSE	disabled	always_record	positive	everywhere
event740	Custom 740		disabled	FALSE	disabled	always_record	positive	everywhere
event741	Custom 741		disabled	FALSE	disabled	always_record	positive	everywhere
event742	Custom 742		disabled	FALSE	disabled	always_record	positive	everywhere
event743	Custom 743		disabled	FALSE	disabled	always_record	positive	everywhere
event744	Custom 744		disabled	FALSE	disabled	always_record	positive	everywhere
event745	Custom 745		disabled	FALSE	disabled	always_record	positive	everywhere
event746	Custom 746		disabled	FALSE	disabled	always_record	positive	everywhere
event747	Custom 747		disabled	FALSE	disabled	always_record	positive	everywhere
event748	Custom 748		disabled	FALSE	disabled	always_record	positive	everywhere
event749	Custom 749		disabled	FALSE	disabled	always_record	positive	everywhere
event750	Custom 750		disabled	FALSE	disabled	always_record	positive	everywhere
event751	Custom 751		disabled	FALSE	disabled	always_record	positive	everywhere
event752	Custom 752		disabled	FALSE	disabled	always_record	positive	everywhere
event753	Custom 753		disabled	FALSE	disabled	always_record	positive	everywhere
event754	Custom 754		disabled	FALSE	disabled	always_record	positive	everywhere
event755	Custom 755		disabled	FALSE	disabled	always_record	positive	everywhere
event756	Custom 756		disabled	FALSE	disabled	always_record	positive	everywhere
event757	Custom 757		disabled	FALSE	disabled	always_record	positive	everywhere
event758	Custom 758		disabled	FALSE	disabled	always_record	positive	everywhere
event759	Custom 759		disabled	FALSE	disabled	always_record	positive	everywhere
event760	Custom 760		disabled	FALSE	disabled	always_record	positive	everywhere
event761	Custom 761		disabled	FALSE	disabled	always_record	positive	everywhere
event762	Custom 762		disabled	FALSE	disabled	always_record	positive	everywhere
event763	Custom 763		disabled	FALSE	disabled	always_record	positive	everywhere
event764	Custom 764		disabled	FALSE	disabled	always_record	positive	everywhere
event765	Custom 765		disabled	FALSE	disabled	always_record	positive	everywhere
event766	Custom 766		disabled	FALSE	disabled	always_record	positive	everywhere
event767	Custom 767		disabled	FALSE	disabled	always_record	positive	everywhere
event768	Custom 768		disabled	FALSE	disabled	always_record	positive	everywhere
event769	Custom 769		disabled	FALSE	disabled	always_record	positive	everywhere
event770	Custom 770		disabled	FALSE	disabled	always_record	positive	everywhere
event771	Custom 771		disabled	FALSE	disabled	always_record	positive	everywhere
event772	Custom 772		disabled	FALSE	disabled	always_record	positive	everywhere
event773	Custom 773		disabled	FALSE	disabled	always_record	positive	everywhere
event774	Custom 774		disabled	FALSE	disabled	always_record	positive	everywhere
event775	Custom 775		disabled	FALSE	disabled	always_record	positive	everywhere
event776	Custom 776		disabled	FALSE	disabled	always_record	positive	everywhere
event777	Custom 777		disabled	FALSE	disabled	always_record	positive	everywhere
event778	Custom 778		disabled	FALSE	disabled	always_record	positive	everywhere
event779	Custom 779		disabled	FALSE	disabled	always_record	positive	everywhere
event780	Custom 780		disabled	FALSE	disabled	always_record	positive	everywhere
event781	Custom 781		disabled	FALSE	disabled	always_record	positive	everywhere
event782	Custom 782		disabled	FALSE	disabled	always_record	positive	everywhere
event783	Custom 783		disabled	FALSE	disabled	always_record	positive	everywhere
event784	Custom 784		disabled	FALSE	disabled	always_record	positive	everywhere
event785	Custom 785		disabled	FALSE	disabled	always_record	positive	everywhere
event786	Custom 786		disabled	FALSE	disabled	always_record	positive	everywhere
event787	Custom 787		disabled	FALSE	disabled	always_record	positive	everywhere
event788	Custom 788		disabled	FALSE	disabled	always_record	positive	everywhere
event789	Custom 789		disabled	FALSE	disabled	always_record	positive	everywhere
event790	Custom 790		disabled	FALSE	disabled	always_record	positive	everywhere
event791	Custom 791		disabled	FALSE	disabled	always_record	positive	everywhere
event792	Custom 792		disabled	FALSE	disabled	always_record	positive	everywhere
event793	Custom 793		disabled	FALSE	disabled	always_record	positive	everywhere
event794	Custom 794		disabled	FALSE	disabled	always_record	positive	everywhere
event795	Custom 795		disabled	FALSE	disabled	always_record	positive	everywhere
event796	Custom 796		disabled	FALSE	disabled	always_record	positive	everywhere
event797	Custom 797		disabled	FALSE	disabled	always_record	positive	everywhere
event798	Custom 798		disabled	FALSE	disabled	always_record	positive	everywhere
event799	Custom 799		disabled	FALSE	disabled	always_record	positive	everywhere
event800	Custom 800		disabled	FALSE	disabled	always_record	positive	everywhere
event801	Custom 801		disabled	FALSE	disabled	always_record	positive	everywhere
event802	Custom 802		disabled	FALSE	disabled	always_record	positive	everywhere
event803	Custom 803		disabled	FALSE	disabled	always_record	positive	everywhere
event804	Custom 804		disabled	FALSE	disabled	always_record	positive	everywhere
event805	Custom 805		disabled	FALSE	disabled	always_record	positive	everywhere
event806	Custom 806		disabled	FALSE	disabled	always_record	positive	everywhere
event807	Custom 807		disabled	FALSE	disabled	always_record	positive	everywhere
event808	Custom 808		disabled	FALSE	disabled	always_record	positive	everywhere
event809	Custom 809		disabled	FALSE	disabled	always_record	positive	everywhere
event810	Custom 810		disabled	FALSE	disabled	always_record	positive	everywhere
event811	Custom 811		disabled	FALSE	disabled	always_record	positive	everywhere
event812	Custom 812		disabled	FALSE	disabled	always_record	positive	everywhere
event813	Custom 813		disabled	FALSE	disabled	always_record	positive	everywhere
event814	Custom 814		disabled	FALSE	disabled	always_record	positive	everywhere
event815	Custom 815		disabled	FALSE	disabled	always_record	positive	everywhere
event816	Custom 816		disabled	FALSE	disabled	always_record	positive	everywhere
event817	Custom 817		disabled	FALSE	disabled	always_record	positive	everywhere
event818	Custom 818		disabled	FALSE	disabled	always_record	positive	everywhere
event819	Custom 819		disabled	FALSE	disabled	always_record	positive	everywhere
event820	Custom 820		disabled	FALSE	disabled	always_record	positive	everywhere
event821	Custom 821		disabled	FALSE	disabled	always_record	positive	everywhere
event822	Custom 822		disabled	FALSE	disabled	always_record	positive	everywhere
event823	Custom 823		disabled	FALSE	disabled	always_record	positive	everywhere
event824	Custom 824		disabled	FALSE	disabled	always_record	positive	everywhere
event825	Custom 825		disabled	FALSE	disabled	always_record	positive	everywhere
event826	Custom 826		disabled	FALSE	disabled	always_record	positive	everywhere
event827	Custom 827		disabled	FALSE	disabled	always_record	positive	everywhere
event828	Custom 828		disabled	FALSE	disabled	always_record	positive	everywhere
event829	Custom 829		disabled	FALSE	disabled	always_record	positive	everywhere
event830	Custom 830		disabled	FALSE	disabled	always_record	positive	everywhere
event831	Custom 831		disabled	FALSE	disabled	always_record	positive	everywhere
event832	Custom 832		disabled	FALSE	disabled	always_record	positive	everywhere
event833	Custom 833		disabled	FALSE	disabled	always_record	positive	everywhere
event834	Custom 834		disabled	FALSE	disabled	always_record	positive	everywhere
event835	Custom 835		disabled	FALSE	disabled	always_record	positive	everywhere
event836	Custom 836		disabled	FALSE	disabled	always_record	positive	everywhere
event837	Custom 837		disabled	FALSE	disabled	always_record	positive	everywhere
event838	Custom 838		disabled	FALSE	disabled	always_record	positive	everywhere
event839	Custom 839		disabled	FALSE	disabled	always_record	positive	everywhere
event840	Custom 840		disabled	FALSE	disabled	always_record	positive	everywhere
event841	Custom 841		disabled	FALSE	disabled	always_record	positive	everywhere
event842	Custom 842		disabled	FALSE	disabled	always_record	positive	everywhere
event843	Custom 843		disabled	FALSE	disabled	always_record	positive	everywhere
event844	Custom 844		disabled	FALSE	disabled	always_record	positive	everywhere
event845	Custom 845		disabled	FALSE	disabled	always_record	positive	everywhere
event846	Custom 846		disabled	FALSE	disabled	always_record	positive	everywhere
event847	Custom 847		disabled	FALSE	disabled	always_record	positive	everywhere
event848	Custom 848		disabled	FALSE	disabled	always_record	positive	everywhere
event849	Custom 849		disabled	FALSE	disabled	always_record	positive	everywhere
event850	Custom 850		disabled	FALSE	disabled	always_record	positive	everywhere
event851	Custom 851		disabled	FALSE	disabled	always_record	positive	everywhere
event852	Custom 852		disabled	FALSE	disabled	always_record	positive	everywhere
event853	Custom 853		disabled	FALSE	disabled	always_record	positive	everywhere
event854	Custom 854		disabled	FALSE	disabled	always_record	positive	everywhere
event855	Custom 855		disabled	FALSE	disabled	always_record	positive	everywhere
event856	Custom 856		disabled	FALSE	disabled	always_record	positive	everywhere
event857	Custom 857		disabled	FALSE	disabled	always_record	positive	everywhere
event858	Custom 858		disabled	FALSE	disabled	always_record	positive	everywhere
event859	Custom 859		disabled	FALSE	disabled	always_record	positive	everywhere
event860	Custom 860		disabled	FALSE	disabled	always_record	positive	everywhere
event861	Custom 861		disabled	FALSE	disabled	always_record	positive	everywhere
event862	Custom 862		disabled	FALSE	disabled	always_record	positive	everywhere
event863	Custom 863		disabled	FALSE	disabled	always_record	positive	everywhere
event864	Custom 864		disabled	FALSE	disabled	always_record	positive	everywhere
event865	Custom 865		disabled	FALSE	disabled	always_record	positive	everywhere
event866	Custom 866		disabled	FALSE	disabled	always_record	positive	everywhere
event867	Custom 867		disabled	FALSE	disabled	always_record	positive	everywhere
event868	Custom 868		disabled	FALSE	disabled	always_record	positive	everywhere
event869	Custom 869		disabled	FALSE	disabled	always_record	positive	everywhere
event870	Custom 870		disabled	FALSE	disabled	always_record	positive	everywhere
event871	Custom 871		disabled	FALSE	disabled	always_record	positive	everywhere
event872	Custom 872		disabled	FALSE	disabled	always_record	positive	everywhere
event873	Custom 873		disabled	FALSE	disabled	always_record	positive	everywhere
event874	Custom 874		disabled	FALSE	disabled	always_record	positive	everywhere
event875	Custom 875		disabled	FALSE	disabled	always_record	positive	everywhere
event876	Custom 876		disabled	FALSE	disabled	always_record	positive	everywhere
event877	Custom 877		disabled	FALSE	disabled	always_record	positive	everywhere
event878	Custom 878		disabled	FALSE	disabled	always_record	positive	everywhere
event879	Custom 879		disabled	FALSE	disabled	always_record	positive	everywhere
event880	Custom 880		disabled	FALSE	disabled	always_record	positive	everywhere
event881	Custom 881		disabled	FALSE	disabled	always_record	positive	everywhere
event882	Custom 882		disabled	FALSE	disabled	always_record	positive	everywhere
event883	Custom 883		disabled	FALSE	disabled	always_record	positive	everywhere
event884	Custom 884		disabled	FALSE	disabled	always_record	positive	everywhere
event885	Custom 885		disabled	FALSE	disabled	always_record	positive	everywhere
event886	Custom 886		disabled	FALSE	disabled	always_record	positive	everywhere
event887	Custom 887		disabled	FALSE	disabled	always_record	positive	everywhere
event888	Custom 888		disabled	FALSE	disabled	always_record	positive	everywhere
event889	Custom 889		disabled	FALSE	disabled	always_record	positive	everywhere
event890	Custom 890		disabled	FALSE	disabled	always_record	positive	everywhere
event891	Custom 891		disabled	FALSE	disabled	always_record	positive	everywhere
event892	Custom 892		disabled	FALSE	disabled	always_record	positive	everywhere
event893	Custom 893		disabled	FALSE	disabled	always_record	positive	everywhere
event894	Custom 894		disabled	FALSE	disabled	always_record	positive	everywhere
event895	Custom 895		disabled	FALSE	disabled	always_record	positive	everywhere
event896	Custom 896		disabled	FALSE	disabled	always_record	positive	everywhere
event897	Custom 897		disabled	FALSE	disabled	always_record	positive	everywhere
event898	Custom 898		disabled	FALSE	disabled	always_record	positive	everywhere
event899	Custom 899		disabled	FALSE	disabled	always_record	positive	everywhere
event900	Custom 900		disabled	FALSE	disabled	always_record	positive	everywhere
event901	DFA Clicks (E901)	Tracks the number of times users clicked a specific DFA banner ad. (Automatically populated through a data feed by DFA Data Connector integration, event name cannot be altered.)	numeric	FALSE	disabled	always_record	positive	everywhere
event902	DFA Impressions (E902)	Tracks the number of time a specific DFA ad was served.. (Automatically populated through a data feed by DFA Data Connector integration, event name cannot be altered.)	numeric	FALSE	disabled	always_record	positive	everywhere
event903	DFA Media Cost (E903)	Contains the media cost metrics that have been input in the DFA interface.	currency	FALSE	disabled	always_record	negative	everywhere
event904	DFA View-Through Event (E904)		counter	FALSE	disabled	always_record	positive	everywhere
event905	AudienceStream Returning Visitor (e905)		disabled	FALSE	disabled	always_record	positive	everywhere
event906	Custom 906		disabled	FALSE	disabled	always_record	positive	everywhere
event907	Custom 907		disabled	FALSE	disabled	always_record	positive	everywhere
event908	Custom 908		disabled	FALSE	disabled	always_record	positive	everywhere
event909	Custom 909		disabled	FALSE	disabled	always_record	positive	everywhere
event910	Custom 910		disabled	FALSE	disabled	always_record	positive	everywhere
event911	Custom 911		disabled	FALSE	disabled	always_record	positive	everywhere
event912	Custom 912		disabled	FALSE	disabled	always_record	positive	everywhere
event913	Custom 913		disabled	FALSE	disabled	always_record	positive	everywhere
event914	Custom 914		disabled	FALSE	disabled	always_record	positive	everywhere
event915	Custom 915		disabled	FALSE	disabled	always_record	positive	everywhere
event916	Custom 916		disabled	FALSE	disabled	always_record	positive	everywhere
event917	Custom 917		disabled	FALSE	disabled	always_record	positive	everywhere
event918	Custom 918		disabled	FALSE	disabled	always_record	positive	everywhere
event919	Custom 919		disabled	FALSE	disabled	always_record	positive	everywhere
event920	Custom 920		disabled	FALSE	disabled	always_record	positive	everywhere
event921	Custom 921		disabled	FALSE	disabled	always_record	positive	everywhere
event922	Custom 922		disabled	FALSE	disabled	always_record	positive	everywhere
event923	Custom 923		disabled	FALSE	disabled	always_record	positive	everywhere
event924	Custom 924		disabled	FALSE	disabled	always_record	positive	everywhere
event925	Custom 925		disabled	FALSE	disabled	always_record	positive	everywhere
event926	Custom 926		disabled	FALSE	disabled	always_record	positive	everywhere
event927	Custom 927		disabled	FALSE	disabled	always_record	positive	everywhere
event928	Custom 928		disabled	FALSE	disabled	always_record	positive	everywhere
event929	Custom 929		disabled	FALSE	disabled	always_record	positive	everywhere
event930	Custom 930		disabled	FALSE	disabled	always_record	positive	everywhere
event931	Custom 931		disabled	FALSE	disabled	always_record	positive	everywhere
event932	Custom 932		disabled	FALSE	disabled	always_record	positive	everywhere
event933	Custom 933		disabled	FALSE	disabled	always_record	positive	everywhere
event934	Custom 934		disabled	FALSE	disabled	always_record	positive	everywhere
event935	Custom 935		disabled	FALSE	disabled	always_record	positive	everywhere
event936	Custom 936		disabled	FALSE	disabled	always_record	positive	everywhere
event937	Custom 937		disabled	FALSE	disabled	always_record	positive	everywhere
event938	Custom 938		disabled	FALSE	disabled	always_record	positive	everywhere
event939	Custom 939		disabled	FALSE	disabled	always_record	positive	everywhere
event940	Custom 940		disabled	FALSE	disabled	always_record	positive	everywhere
event941	Custom 941		disabled	FALSE	disabled	always_record	positive	everywhere
event942	Custom 942		disabled	FALSE	disabled	always_record	positive	everywhere
event943	Custom 943		disabled	FALSE	disabled	always_record	positive	everywhere
event944	Custom 944		disabled	FALSE	disabled	always_record	positive	everywhere
event945	Custom 945		disabled	FALSE	disabled	always_record	positive	everywhere
event946	Custom 946		disabled	FALSE	disabled	always_record	positive	everywhere
event947	Custom 947		disabled	FALSE	disabled	always_record	positive	everywhere
event948	Custom 948		disabled	FALSE	disabled	always_record	positive	everywhere
event949	Custom 949		disabled	FALSE	disabled	always_record	positive	everywhere
event950	Custom 950		disabled	FALSE	disabled	always_record	positive	everywhere
event951	Custom 951		disabled	FALSE	disabled	always_record	positive	everywhere
event952	Custom 952		disabled	FALSE	disabled	always_record	positive	everywhere
event953	Custom 953		disabled	FALSE	disabled	always_record	positive	everywhere
event954	Custom 954		disabled	FALSE	disabled	always_record	positive	everywhere
event955	Custom 955		disabled	FALSE	disabled	always_record	positive	everywhere
event956	Custom 956		disabled	FALSE	disabled	always_record	positive	everywhere
event957	Custom 957		disabled	FALSE	disabled	always_record	positive	everywhere
event958	Custom 958		disabled	FALSE	disabled	always_record	positive	everywhere
event959	Custom 959		disabled	FALSE	disabled	always_record	positive	everywhere
event960	Custom 960		disabled	FALSE	disabled	always_record	positive	everywhere
event961	Custom 961		disabled	FALSE	disabled	always_record	positive	everywhere
event962	Custom 962		disabled	FALSE	disabled	always_record	positive	everywhere
event963	Custom 963		disabled	FALSE	disabled	always_record	positive	everywhere
event964	Custom 964		disabled	FALSE	disabled	always_record	positive	everywhere
event965	Custom 965		disabled	FALSE	disabled	always_record	positive	everywhere
event966	Custom 966		disabled	FALSE	disabled	always_record	positive	everywhere
event967	Custom 967		disabled	FALSE	disabled	always_record	positive	everywhere
event968	Custom 968		disabled	FALSE	disabled	always_record	positive	everywhere
event969	Custom 969		disabled	FALSE	disabled	always_record	positive	everywhere
event970	Custom 970		disabled	FALSE	disabled	always_record	positive	everywhere
event971	Custom 971		disabled	FALSE	disabled	always_record	positive	everywhere
event972	Custom 972		disabled	FALSE	disabled	always_record	positive	everywhere
event973	Custom 973		disabled	FALSE	disabled	always_record	positive	everywhere
event974	Custom 974		disabled	FALSE	disabled	always_record	positive	everywhere
event975	Custom 975		disabled	FALSE	disabled	always_record	positive	everywhere
event976	Custom 976		disabled	FALSE	disabled	always_record	positive	everywhere
event977	Custom 977		disabled	FALSE	disabled	always_record	positive	everywhere
event978	Custom 978		disabled	FALSE	disabled	always_record	positive	everywhere
event979	Custom 979		disabled	FALSE	disabled	always_record	positive	everywhere
event980	Custom 980		disabled	FALSE	disabled	always_record	positive	everywhere
event981	Custom 981		disabled	FALSE	disabled	always_record	positive	everywhere
event982	Custom 982		disabled	FALSE	disabled	always_record	positive	everywhere
event983	Custom 983		disabled	FALSE	disabled	always_record	positive	everywhere
event984	Custom 984		disabled	FALSE	disabled	always_record	positive	everywhere
event985	Custom 985		disabled	FALSE	disabled	always_record	positive	everywhere
event986	Custom 986		disabled	FALSE	disabled	always_record	positive	everywhere
event987	Custom 987		disabled	FALSE	disabled	always_record	positive	everywhere
event988	Custom 988		disabled	FALSE	disabled	always_record	positive	everywhere
event989	Custom 989		disabled	FALSE	disabled	always_record	positive	everywhere
event990	Custom 990		disabled	FALSE	disabled	always_record	positive	everywhere
event991	Custom 991		disabled	FALSE	disabled	always_record	positive	everywhere
event992	Custom 992		disabled	FALSE	disabled	always_record	positive	everywhere
event993	Custom 993		disabled	FALSE	disabled	always_record	positive	everywhere
event994	Custom 994		disabled	FALSE	disabled	always_record	positive	everywhere
event995	Custom 995		disabled	FALSE	disabled	always_record	positive	everywhere
event996	Custom 996		disabled	FALSE	disabled	always_record	positive	everywhere
event997	Custom 997		disabled	FALSE	disabled	always_record	positive	everywhere
event998	Custom 998		disabled	FALSE	disabled	always_record	positive	everywhere
event999	Day Number (E999)		counter	FALSE	disabled	always_record	positive	everywhere
event1000	Custom 1000		disabled	FALSE	disabled	always_record	positive	everywhere
revenue	Revenue		currency	TRUE	disabled	unavailable	positive	everywhere
orders	Orders		counter	FALSE	disabled	unavailable	positive	everywhere
units	Units		counter	FALSE	disabled	unavailable	positive	everywhere
carts	Carts		counter	FALSE	disabled	always_record	positive	hidden
cartviews	Cart Views		counter	FALSE	disabled	always_record	positive	everywhere
instances	Instances		counter	FALSE	disabled	unavailable	positive	everywhere
checkouts	Checkouts		counter	FALSE	disabled	always_record	positive	everywhere
cartadditions	Cart Additions		counter	FALSE	disabled	always_record	positive	everywhere
cartremovals	Cart Removals		counter	FALSE	disabled	always_record	positive	everywhere
visits	Visits		counter_no_subrelations	TRUE	unavailable	unavailable	positive	everywhere
pageviews	Page Views		counter_no_subrelations	FALSE	unavailable	unavailable	positive	everywhere
visitorsdaily	Daily Unique Visitors		counter_no_subrelations	FALSE	unavailable	unavailable	positive	everywhere
uniquevisitors	Unique Visitors		counter_no_subrelations	FALSE	unavailable	unavailable	positive	everywhere
